global_step,epoch,loss
2,1,3.814596176147461
3,1,2.508455276489258
4,1,2.6456894874572754
5,1,3.3437088859500363e-05
6,1,0.0
7,1,5.244933709036559e-05
8,2,2.2073307037353516
9,2,0.3039337396621704
10,2,1.1687171459197998
11,2,5.304785190674011e-06
12,2,0.0
13,2,1.5437364709214307e-05
14,3,4.319995880126953
15,3,6.126253604888916
16,3,5.531229496002197
17,3,0.00014994280354585499
18,3,0.0
19,3,0.0024160093162208796
