global_step,epoch,loss
2,1,3.814596176147461
3,1,2.508455276489258
4,1,2.6456894874572754
5,1,3.3437088859500363e-05
6,1,0.0
7,1,5.244933709036559e-05
8,2,2.2958695888519287
9,2,0.18425121903419495
10,2,1.8759918212890625
11,2,3.2186403586820234e-06
12,2,0.0
13,2,3.564230792107992e-05
14,3,3.2797107696533203
15,3,6.696991920471191
16,3,4.834001064300537
17,3,0.0007120067020878196
18,3,0.0
19,3,0.006590431090444326
