global_step,epoch,loss
2,1,0.05747872218489647
3,1,8.287515640258789
4,1,0.0
5,1,17.220016479492188
6,1,0.0
7,1,0.6867142915725708
8,2,0.6673367619514465
9,2,12.774734497070312
10,2,2.2649712718703086e-06
11,2,14.456405639648438
12,2,0.0
13,2,0.2786506712436676
14,3,0.5796031951904297
15,3,9.301738739013672
16,3,0.028854094445705414
17,3,12.469818115234375
18,3,0.0
19,3,0.5046991109848022
